"Index Name","Date","P/E","P/B","Div Yield %"
"NIFTY 50","05 Oct 2018","24.95","3.28","1.30"
"NIFTY 50","04 Oct 2018","25.63","3.37","1.27"
"NIFTY 50","03 Oct 2018","26.26","3.45","1.24"
"NIFTY 50","01 Oct 2018","26.62","3.50","1.22"
"NIFTY 50","28 Sep 2018","26.44","3.47","1.23"
"NIFTY 50","27 Sep 2018","26.69","3.47","1.23"
"NIFTY 50","26 Sep 2018","26.87","3.50","1.22"
"NIFTY 50","25 Sep 2018","26.91","3.56","1.21"
"NIFTY 50","24 Sep 2018","26.66","3.53","1.22"
"NIFTY 50","21 Sep 2018","27.09","3.59","1.20"
"NIFTY 50","19 Sep 2018","27.31","3.61","1.19"
"NIFTY 50","18 Sep 2018","27.42","3.63","1.19"
"NIFTY 50","17 Sep 2018","27.66","3.66","1.18"
"NIFTY 50","14 Sep 2018","28.00","3.71","1.16"
"NIFTY 50","12 Sep 2018","27.64","3.66","1.18"
"NIFTY 50","11 Sep 2018","27.44","3.63","1.19"
"NIFTY 50","10 Sep 2018","27.81","3.68","1.17"
"NIFTY 50","07 Sep 2018","28.17","3.73","1.15"
"NIFTY 50","06 Sep 2018","28.05","3.71","1.16"
"NIFTY 50","05 Sep 2018","27.90","3.69","1.17"
"NIFTY 50","04 Sep 2018","28.01","3.71","1.16"
"NIFTY 50","03 Sep 2018","28.16","3.73","1.16"
"NIFTY 50","31 Aug 2018","28.40","3.76","1.15"
"NIFTY 50","30 Aug 2018","28.51","3.76","1.15"
"NIFTY 50","29 Aug 2018","28.55","3.76","1.14"
"NIFTY 50","28 Aug 2018","28.66","3.82","1.15"
"NIFTY 50","27 Aug 2018","28.72","3.81","1.15"
"NIFTY 50","24 Aug 2018","28.06","3.76","1.16"
"NIFTY 50","23 Aug 2018","28.32","3.77","1.16"
"NIFTY 50","21 Aug 2018","28.29","3.77","1.16"
"NIFTY 50","20 Aug 2018","28.25","3.76","1.16"
"NIFTY 50","17 Aug 2018","28.11","3.74","1.17"
"NIFTY 50","16 Aug 2018","27.90","3.71","1.18"
"NIFTY 50","14 Aug 2018","28.02","3.72","1.18"
"NIFTY 50","13 Aug 2018","27.80","3.70","1.18"
"NIFTY 50","10 Aug 2018","27.83","3.72","1.18"
"NIFTY 50","09 Aug 2018","28.11","3.74","1.17"
"NIFTY 50","08 Aug 2018","28.23","3.73","1.17"
"NIFTY 50","07 Aug 2018","28.26","3.71","1.18"
"NIFTY 50","06 Aug 2018","28.26","3.71","1.18"
"NIFTY 50","03 Aug 2018","28.23","3.70","1.18"
"NIFTY 50","02 Aug 2018","27.89","3.66","1.20"
"NIFTY 50","01 Aug 2018","28.14","3.69","1.19"
"NIFTY 50","31 Jul 2018","28.22","3.70","1.18"
"NIFTY 50","30 Jul 2018","28.12","3.69","1.19"
"NIFTY 50","27 Jul 2018","28.02","3.67","1.19"
"NIFTY 50","26 Jul 2018","27.75","3.64","1.20"
"NIFTY 50","25 Jul 2018","27.66","3.63","1.20"
"NIFTY 50","24 Jul 2018","27.66","3.63","1.20"
"NIFTY 50","23 Jul 2018","27.54","3.61","1.21"
"NIFTY 50","20 Jul 2018","27.36","3.59","1.22"
"NIFTY 50","19 Jul 2018","27.22","3.69","1.19"
"NIFTY 50","18 Jul 2018","27.28","3.70","1.19"
"NIFTY 50","17 Jul 2018","27.35","3.70","1.19"
"NIFTY 50","16 Jul 2018","27.17","3.68","1.19"
"NIFTY 50","13 Jul 2018","27.38","3.71","1.18"
"NIFTY 50","12 Jul 2018","27.39","3.71","1.18"
"NIFTY 50","11 Jul 2018","27.20","3.68","1.19"
"NIFTY 50","10 Jul 2018","27.05","3.68","1.19"
"NIFTY 50","09 Jul 2018","26.82","3.65","1.20"
"NIFTY 50","06 Jul 2018","26.62","3.63","1.21"
"NIFTY 50","05 Jul 2018","26.69","3.62","1.21"
"NIFTY 50","04 Jul 2018","26.02","3.62","1.21"
"NIFTY 50","03 Jul 2018","25.85","3.60","1.22"
"NIFTY 50","02 Jul 2018","25.76","3.59","1.23"
"NIFTY 50","29 Jun 2018","25.90","3.61","1.22"
"NIFTY 50","28 Jun 2018","25.57","3.64","1.25"
"NIFTY 50","27 Jun 2018","25.73","3.67","1.24"
"NIFTY 50","26 Jun 2018","26.02","3.70","1.23"
"NIFTY 50","25 Jun 2018","26.48","3.70","1.23"
"NIFTY 50","22 Jun 2018","26.63","3.72","1.22"
"NIFTY 50","21 Jun 2018","26.43","3.69","1.23"
"NIFTY 50","20 Jun 2018","26.52","3.70","1.22"
"NIFTY 50","19 Jun 2018","26.38","3.68","1.23"
"NIFTY 50","18 Jun 2018","26.60","3.71","1.22"
"NIFTY 50","15 Jun 2018","27.44","3.72","1.22"
"NIFTY 50","14 Jun 2018","27.42","3.72","1.22"
"NIFTY 50","13 Jun 2018","27.54","3.73","1.22"
"NIFTY 50","12 Jun 2018","27.60","3.73","1.22"
"NIFTY 50","11 Jun 2018","27.47","3.71","1.22"
"NIFTY 50","08 Jun 2018","27.27","3.70","1.23"
"NIFTY 50","07 Jun 2018","27.27","3.70","1.23"
"NIFTY 50","06 Jun 2018","27.06","3.67","1.23"
"NIFTY 50","05 Jun 2018","26.83","3.64","1.25"
"NIFTY 50","04 Jun 2018","26.92","3.66","1.24"
"NIFTY 50","01 Jun 2018","27.09","3.68","1.23"
"NIFTY 50","31 May 2018","27.19","3.69","1.23"
"NIFTY 50","30 May 2018","27.01","3.65","1.21"
"NIFTY 50","29 May 2018","27.06","3.65","1.21"
"NIFTY 50","28 May 2018","27.23","3.67","1.20"
"NIFTY 50","25 May 2018","26.24","3.64","1.21"
"NIFTY 50","24 May 2018","26.07","3.61","1.22"
"NIFTY 50","23 May 2018","25.86","3.58","1.23"
"NIFTY 50","22 May 2018","26.13","3.62","1.22"
"NIFTY 50","21 May 2018","26.08","3.61","1.22"
"NIFTY 50","18 May 2018","26.27","3.64","1.21"
"NIFTY 50","17 May 2018","26.52","3.67","1.20"
"NIFTY 50","16 May 2018","26.66","3.69","1.19"
"NIFTY 50","15 May 2018","26.81","3.71","1.19"
"NIFTY 50","14 May 2018","26.82","3.71","1.19"
"NIFTY 50","11 May 2018","26.82","3.71","1.19"
"NIFTY 50","10 May 2018","26.60","3.68","1.20"
"NIFTY 50","09 May 2018","26.66","3.69","1.19"
"NIFTY 50","08 May 2018","26.60","3.68","1.20"
"NIFTY 50","07 May 2018","26.60","3.68","1.20"
"NIFTY 50","04 May 2018","26.36","3.65","1.21"
"NIFTY 50","03 May 2018","26.51","3.67","1.20"
"NIFTY 50","02 May 2018","26.60","3.68","1.20"
"NIFTY 50","30 Apr 2018","26.66","3.69","1.19"
"NIFTY 50","27 Apr 2018","26.54","3.67","1.20"
"NIFTY 50","26 Apr 2018","26.36","3.65","1.21"
"NIFTY 50","25 Apr 2018","26.24","3.63","1.21"
"NIFTY 50","24 Apr 2018","26.35","3.65","1.21"
"NIFTY 50","23 Apr 2018","26.27","3.64","1.21"
"NIFTY 50","20 Apr 2018","26.22","3.63","1.21"
"NIFTY 50","19 Apr 2018","26.23","3.63","1.21"
"NIFTY 50","18 Apr 2018","26.13","3.62","1.22"
"NIFTY 50","17 Apr 2018","26.18","3.63","1.22"
"NIFTY 50","16 Apr 2018","26.13","3.62","1.22"
"NIFTY 50","13 Apr 2018","26.01","3.60","1.22"
"NIFTY 50","12 Apr 2018","25.96","3.59","1.23"
"NIFTY 50","11 Apr 2018","25.86","3.58","1.23"
"NIFTY 50","10 Apr 2018","25.82","3.57","1.23"
"NIFTY 50","09 Apr 2018","25.76","3.57","1.23"
"NIFTY 50","06 Apr 2018","25.65","3.55","1.24"
"NIFTY 50","05 Apr 2018","25.63","3.55","1.24"
"NIFTY 50","04 Apr 2018","25.14","3.48","1.27"
"NIFTY 50","03 Apr 2018","25.43","3.52","1.25"
"NIFTY 50","02 Apr 2018","25.35","3.51","1.26"
"NIFTY 50","28 Mar 2018","24.66","3.42","1.29"
"NIFTY 50","27 Mar 2018","24.83","3.44","1.28"
"NIFTY 50","26 Mar 2018","24.70","3.42","1.29"
"NIFTY 50","23 Mar 2018","24.38","3.38","1.30"
"NIFTY 50","22 Mar 2018","24.67","3.42","1.29"
"NIFTY 50","21 Mar 2018","24.76","3.43","1.28"
"NIFTY 50","20 Mar 2018","24.69","3.42","1.29"
"NIFTY 50","19 Mar 2018","24.61","3.41","1.29"
"NIFTY 50","16 Mar 2018","24.87","3.44","1.28"
"NIFTY 50","15 Mar 2018","25.28","3.50","1.26"
"NIFTY 50","14 Mar 2018","25.41","3.52","1.25"
"NIFTY 50","13 Mar 2018","25.45","3.52","1.25"
"NIFTY 50","12 Mar 2018","25.44","3.52","1.25"
"NIFTY 50","09 Mar 2018","24.97","3.45","1.28"
"NIFTY 50","08 Mar 2018","25.00","3.46","1.27"
"NIFTY 50","07 Mar 2018","24.79","3.43","1.28"
"NIFTY 50","06 Mar 2018","25.02","3.46","1.21"
"NIFTY 50","05 Mar 2018","25.40","3.50","1.20"
"NIFTY 50","01 Mar 2018","25.59","3.53","1.19"
"NIFTY 50","28 Feb 2018","25.68","3.54","1.13"
"NIFTY 50","27 Feb 2018","25.87","3.57","1.12"
"NIFTY 50","26 Feb 2018","25.95","3.57","1.12"
"NIFTY 50","23 Feb 2018","25.75","3.54","1.13"
"NIFTY 50","22 Feb 2018","25.49","3.51","1.09"
"NIFTY 50","21 Feb 2018","25.18","3.51","1.09"
"NIFTY 50","20 Feb 2018","25.09","3.50","1.09"
"NIFTY 50","19 Feb 2018","25.14","3.51","1.09"
"NIFTY 50","16 Feb 2018","25.32","3.53","1.08"
"NIFTY 50","15 Feb 2018","25.45","3.56","1.07"
"NIFTY 50","14 Feb 2018","25.37","3.55","1.08"
"NIFTY 50","12 Feb 2018","25.48","3.56","1.07"
"NIFTY 50","09 Feb 2018","25.27","3.53","1.08"
"NIFTY 50","08 Feb 2018","25.56","3.57","1.07"
"NIFTY 50","07 Feb 2018","25.32","3.54","1.08"
"NIFTY 50","06 Feb 2018","25.37","3.55","1.08"
"NIFTY 50","05 Feb 2018","25.78","3.60","1.06"
"NIFTY 50","02 Feb 2018","26.04","3.64","1.05"
"NIFTY 50","01 Feb 2018","27.48","3.72","1.03"
"NIFTY 50","31 Jan 2018","27.50","3.73","1.03"
"NIFTY 50","30 Jan 2018","27.51","3.73","1.03"
"NIFTY 50","29 Jan 2018","27.71","3.76","1.02"
"NIFTY 50","25 Jan 2018","27.61","3.74","1.02"
"NIFTY 50","24 Jan 2018","27.66","3.74","1.02"
"NIFTY 50","23 Jan 2018","27.81","3.74","1.02"
"NIFTY 50","22 Jan 2018","27.62","3.70","1.03"
"NIFTY 50","19 Jan 2018","27.44","3.68","1.04"
"NIFTY 50","18 Jan 2018","27.25","3.65","1.05"
"NIFTY 50","17 Jan 2018","27.18","3.64","1.05"
"NIFTY 50","16 Jan 2018","26.96","3.61","1.06"
"NIFTY 50","15 Jan 2018","27.06","3.62","1.06"
"NIFTY 50","12 Jan 2018","27.28","3.60","1.06"
"NIFTY 50","11 Jan 2018","27.23","3.59","1.06"
"NIFTY 50","10 Jan 2018","27.18","3.58","1.07"
"NIFTY 50","09 Jan 2018","27.19","3.58","1.07"
"NIFTY 50","08 Jan 2018","27.16","3.58","1.07"
"NIFTY 50","05 Jan 2018","26.99","3.55","1.07"
"NIFTY 50","04 Jan 2018","26.86","3.54","1.08"
"NIFTY 50","03 Jan 2018","26.70","3.52","1.09"
"NIFTY 50","02 Jan 2018","26.70","3.52","1.09"
"NIFTY 50","01 Jan 2018","26.68","3.51","1.09"
"NIFTY 50","29 Dec 2017","26.92","3.55","1.08"
"NIFTY 50","28 Dec 2017","26.82","3.53","1.08"
"NIFTY 50","27 Dec 2017","26.85","3.54","1.08"
"NIFTY 50","26 Dec 2017","26.96","3.55","1.08"
"NIFTY 50","22 Dec 2017","26.86","3.54","1.08"
"NIFTY 50","21 Dec 2017","26.74","3.52","1.09"
"NIFTY 50","20 Dec 2017","26.75","3.52","1.09"
"NIFTY 50","19 Dec 2017","26.79","3.53","1.09"
"NIFTY 50","18 Dec 2017","26.60","3.50","1.09"
"NIFTY 50","15 Dec 2017","26.46","3.48","1.10"
"NIFTY 50","14 Dec 2017","26.25","3.46","1.11"
"NIFTY 50","13 Dec 2017","26.10","3.44","1.11"
"NIFTY 50","12 Dec 2017","26.22","3.45","1.11"
"NIFTY 50","11 Dec 2017","26.43","3.48","1.10"
"NIFTY 50","08 Dec 2017","26.26","3.46","1.11"
"NIFTY 50","07 Dec 2017","26.01","3.43","1.12"
"NIFTY 50","06 Dec 2017","25.70","3.39","1.13"
"NIFTY 50","05 Dec 2017","25.89","3.41","1.12"
"NIFTY 50","04 Dec 2017","25.91","3.42","1.12"
"NIFTY 50","01 Dec 2017","25.90","3.41","1.12"
"NIFTY 50","30 Nov 2017","26.16","3.45","1.11"
"NIFTY 50","29 Nov 2017","26.51","3.49","1.07"
"NIFTY 50","28 Nov 2017","26.53","3.49","1.07"
"NIFTY 50","27 Nov 2017","26.61","3.50","1.07"
"NIFTY 50","24 Nov 2017","26.59","3.50","1.07"
"NIFTY 50","23 Nov 2017","26.48","3.49","1.08"
"NIFTY 50","22 Nov 2017","26.40","3.48","1.08"
"NIFTY 50","21 Nov 2017","26.20","3.48","1.08"
"NIFTY 50","20 Nov 2017","26.18","3.47","1.08"
"NIFTY 50","17 Nov 2017","26.14","3.46","1.08"
"NIFTY 50","16 Nov 2017","25.96","3.45","1.09"
"NIFTY 50","15 Nov 2017","25.72","3.41","1.10"
"NIFTY 50","14 Nov 2017","25.89","3.44","1.09"
"NIFTY 50","13 Nov 2017","25.99","3.45","1.09"
"NIFTY 50","10 Nov 2017","26.35","3.48","1.08"
"NIFTY 50","09 Nov 2017","26.31","3.48","1.08"
"NIFTY 50","08 Nov 2017","26.37","3.48","1.08"
"NIFTY 50","07 Nov 2017","26.48","3.49","1.08"
"NIFTY 50","06 Nov 2017","26.74","3.53","1.07"
"NIFTY 50","03 Nov 2017","26.87","3.53","1.07"
"NIFTY 50","02 Nov 2017","26.63","3.52","1.07"
"NIFTY 50","01 Nov 2017","26.49","3.52","1.07"
"NIFTY 50","31 Oct 2017","26.38","3.49","1.08"
"NIFTY 50","30 Oct 2017","26.77","3.50","1.10"
"NIFTY 50","27 Oct 2017","26.67","3.49","1.11"
"NIFTY 50","26 Oct 2017","26.73","3.49","1.10"
"NIFTY 50","25 Oct 2017","26.63","3.48","1.11"
"NIFTY 50","24 Oct 2017","26.42","3.45","1.12"
"NIFTY 50","23 Oct 2017","26.37","3.44","1.12"
"NIFTY 50","19 Oct 2017","26.28","3.43","1.12"
"NIFTY 50","18 Oct 2017","26.44","3.45","1.12"
"NIFTY 50","17 Oct 2017","26.52","3.46","1.12"
"NIFTY 50","16 Oct 2017","26.55","3.46","1.12"
"NIFTY 50","13 Oct 2017","26.41","3.47","1.12"
"NIFTY 50","12 Oct 2017","26.22","3.45","1.13"
"NIFTY 50","11 Oct 2017","25.94","3.41","1.14"
"NIFTY 50","10 Oct 2017","26.02","3.42","1.14"
"NIFTY 50","09 Oct 2017","25.95","3.41","1.14"
"NIFTY 50","06 Oct 2017","25.92","3.41","1.14"
"NIFTY 50","05 Oct 2017","25.69","3.38","1.15"
"NIFTY 50","04 Oct 2017","25.75","3.39","1.15"
"NIFTY 50","03 Oct 2017","25.61","3.37","1.16"
"NIFTY 50","29 Sep 2017","25.43","3.35","1.17"
"NIFTY 50","28 Sep 2017","25.44","3.40","0.97"
"NIFTY 50","27 Sep 2017","25.36","3.39","0.98"
"NIFTY 50","26 Sep 2017","25.71","3.43","0.96"
"NIFTY 50","25 Sep 2017","25.71","3.43","0.96"
"NIFTY 50","22 Sep 2017","25.95","3.47","0.95"
"NIFTY 50","21 Sep 2017","26.34","3.52","0.94"
"NIFTY 50","20 Sep 2017","26.39","3.53","0.94"
"NIFTY 50","19 Sep 2017","26.40","3.53","0.94"
"NIFTY 50","18 Sep 2017","26.42","3.53","0.94"
"NIFTY 50","15 Sep 2017","26.24","3.51","0.94"
"NIFTY 50","14 Sep 2017","26.25","3.51","0.93"
"NIFTY 50","13 Sep 2017","26.23","3.51","0.93"
"NIFTY 50","12 Sep 2017","26.26","3.51","0.93"
"NIFTY 50","11 Sep 2017","26.11","3.50","0.93"
"NIFTY 50","08 Sep 2017","25.90","3.47","0.94"
"NIFTY 50","07 Sep 2017","25.89","3.49","0.94"
"NIFTY 50","06 Sep 2017","25.88","3.49","0.94"
"NIFTY 50","05 Sep 2017","25.97","3.50","0.94"
"NIFTY 50","04 Sep 2017","25.83","3.48","0.94"
"NIFTY 50","01 Sep 2017","25.99","3.51","0.93"
"NIFTY 50","31 Aug 2017","25.62","3.49","0.94"
"NIFTY 50","30 Aug 2017","25.54","3.47","0.94"
"NIFTY 50","29 Aug 2017","25.31","3.44","0.95"
"NIFTY 50","28 Aug 2017","25.61","3.48","0.94"
"NIFTY 50","24 Aug 2017","25.47","3.46","0.95"
"NIFTY 50","23 Aug 2017","25.45","3.47","0.96"
"NIFTY 50","22 Aug 2017","25.25","3.44","0.97"
"NIFTY 50","21 Aug 2017","24.99","3.44","0.97"
"NIFTY 50","18 Aug 2017","25.10","3.46","0.97"
"NIFTY 50","17 Aug 2017","25.30","3.50","0.97"
"NIFTY 50","16 Aug 2017","25.28","3.49","0.97"
"NIFTY 50","14 Aug 2017","25.02","3.46","0.98"
"NIFTY 50","11 Aug 2017","24.80","3.43","0.99"
"NIFTY 50","10 Aug 2017","25.06","3.47","0.98"
"NIFTY 50","09 Aug 2017","25.31","3.51","0.97"
"NIFTY 50","08 Aug 2017","25.50","3.53","0.97"
"NIFTY 50","07 Aug 2017","25.67","3.56","0.96"
"NIFTY 50","04 Aug 2017","25.61","3.56","0.96"
"NIFTY 50","03 Aug 2017","25.50","3.49","0.96"
"NIFTY 50","02 Aug 2017","25.63","3.51","0.95"
"NIFTY 50","01 Aug 2017","25.75","3.52","0.95"
"NIFTY 50","31 Jul 2017","25.69","3.51","0.95"
"NIFTY 50","28 Jul 2017","25.56","3.49","0.96"
"NIFTY 50","27 Jul 2017","25.56","3.57","1.00"
"NIFTY 50","26 Jul 2017","25.57","3.57","1.00"
"NIFTY 50","25 Jul 2017","25.45","3.55","1.00"
"NIFTY 50","24 Jul 2017","25.45","3.55","1.00"
"NIFTY 50","21 Jul 2017","25.32","3.53","1.01"
"NIFTY 50","20 Jul 2017","25.22","3.52","1.01"
"NIFTY 50","19 Jul 2017","25.28","3.53","1.01"
"NIFTY 50","18 Jul 2017","25.10","3.56","1.06"
"NIFTY 50","17 Jul 2017","25.17","3.67","1.08"
"NIFTY 50","14 Jul 2017","25.12","3.66","1.08"
"NIFTY 50","13 Jul 2017","25.17","3.66","1.08"
"NIFTY 50","12 Jul 2017","24.98","3.63","1.09"
"NIFTY 50","11 Jul 2017","24.91","3.62","1.09"
"NIFTY 50","10 Jul 2017","24.87","3.62","1.09"
"NIFTY 50","07 Jul 2017","24.60","3.58","1.10"
"NIFTY 50","06 Jul 2017","24.62","3.58","1.10"
"NIFTY 50","05 Jul 2017","24.53","3.57","1.11"
"NIFTY 50","04 Jul 2017","24.47","3.56","1.11"
"NIFTY 50","03 Jul 2017","24.47","3.56","1.11"
"NIFTY 50","30 Jun 2017","24.23","3.52","1.12"
"NIFTY 50","29 Jun 2017","24.19","3.52","1.12"
"NIFTY 50","28 Jun 2017","24.15","3.51","1.12"
"NIFTY 50","27 Jun 2017","24.21","3.52","1.12"
"NIFTY 50","23 Jun 2017","24.37","3.54","1.11"
"NIFTY 50","22 Jun 2017","24.49","3.57","1.11"
"NIFTY 50","21 Jun 2017","24.31","3.57","1.11"
"NIFTY 50","20 Jun 2017","24.36","3.58","1.10"
"NIFTY 50","19 Jun 2017","24.37","3.58","1.10"
"NIFTY 50","16 Jun 2017","24.00","3.56","1.11"
"NIFTY 50","15 Jun 2017","24.19","3.60","1.19"
"NIFTY 50","14 Jun 2017","24.29","3.62","1.19"
"NIFTY 50","13 Jun 2017","24.27","3.62","1.19"
"NIFTY 50","12 Jun 2017","24.25","3.62","1.19"
"NIFTY 50","09 Jun 2017","24.38","3.64","1.18"
"NIFTY 50","08 Jun 2017","24.43","3.63","1.18"
"NIFTY 50","07 Jun 2017","24.48","3.64","1.18"
"NIFTY 50","06 Jun 2017","24.35","3.63","1.19"
"NIFTY 50","05 Jun 2017","24.45","3.64","1.18"
"NIFTY 50","02 Jun 2017","24.43","3.63","1.18"
"NIFTY 50","01 Jun 2017","24.34","3.62","1.19"
"NIFTY 50","31 May 2017","24.35","3.62","1.19"
"NIFTY 50","30 May 2017","24.36","3.63","1.19"
"NIFTY 50","29 May 2017","24.31","3.62","1.19"
"NIFTY 50","26 May 2017","24.32","3.62","1.19"
"NIFTY 50","25 May 2017","24.88","3.63","1.21"
"NIFTY 50","24 May 2017","24.73","3.58","1.23"
"NIFTY 50","23 May 2017","24.80","3.59","1.22"
"NIFTY 50","22 May 2017","24.94","3.61","1.22"
"NIFTY 50","19 May 2017","24.91","3.60","1.22"
"NIFTY 50","18 May 2017","24.91","3.60","1.22"
"NIFTY 50","17 May 2017","25.23","3.64","1.20"
"NIFTY 50","16 May 2017","24.16","3.63","1.21"
"NIFTY 50","15 May 2017","23.99","3.61","1.22"
"NIFTY 50","12 May 2017","23.88","3.59","1.22"
"NIFTY 50","11 May 2017","23.93","3.60","1.22"
"NIFTY 50","10 May 2017","23.89","3.59","1.22"
"NIFTY 50","09 May 2017","23.67","3.56","1.23"
"NIFTY 50","08 May 2017","23.66","3.56","1.23"
"NIFTY 50","05 May 2017","23.59","3.55","1.24"
"NIFTY 50","04 May 2017","23.77","3.58","1.23"
"NIFTY 50","03 May 2017","23.65","3.56","1.23"
"NIFTY 50","02 May 2017","23.66","3.56","1.23"
"NIFTY 50","28 Apr 2017","23.63","3.55","1.23"
"NIFTY 50","27 Apr 2017","23.73","3.57","1.23"
"NIFTY 50","26 Apr 2017","23.75","3.57","1.23"
"NIFTY 50","25 Apr 2017","23.64","3.56","1.23"
"NIFTY 50","24 Apr 2017","23.41","3.52","1.25"
"NIFTY 50","21 Apr 2017","23.12","3.48","1.26"
"NIFTY 50","20 Apr 2017","23.16","3.49","1.26"
"NIFTY 50","19 Apr 2017","23.08","3.47","1.26"
"NIFTY 50","18 Apr 2017","23.08","3.47","1.26"
"NIFTY 50","17 Apr 2017","23.17","3.49","1.26"
"NIFTY 50","13 Apr 2017","23.20","3.49","1.26"
"NIFTY 50","12 Apr 2017","23.33","3.51","1.25"
"NIFTY 50","11 Apr 2017","23.42","3.52","1.25"
"NIFTY 50","10 Apr 2017","23.28","3.50","1.25"
"NIFTY 50","07 Apr 2017","23.32","3.51","1.25"
"NIFTY 50","06 Apr 2017","23.48","3.53","1.24"
"NIFTY 50","05 Apr 2017","23.49","3.54","1.24"
"NIFTY 50","03 Apr 2017","23.42","3.53","1.25"
"NIFTY 50","31 Mar 2017","23.26","3.50","1.25"
"NIFTY 50","30 Mar 2017","23.82","3.48","1.21"
"NIFTY 50","29 Mar 2017","23.74","3.47","1.21"
"NIFTY 50","28 Mar 2017","23.63","3.45","1.22"
"NIFTY 50","27 Mar 2017","23.49","3.43","1.23"
"NIFTY 50","24 Mar 2017","23.65","3.45","1.22"
"NIFTY 50","23 Mar 2017","23.59","3.44","1.22"
"NIFTY 50","22 Mar 2017","23.45","3.42","1.23"
"NIFTY 50","21 Mar 2017","23.68","3.46","1.22"
"NIFTY 50","20 Mar 2017","23.70","3.46","1.22"
"NIFTY 50","17 Mar 2017","23.78","3.47","1.21"
"NIFTY 50","16 Mar 2017","23.77","3.47","1.21"
"NIFTY 50","15 Mar 2017","23.59","3.44","1.22"
"NIFTY 50","14 Mar 2017","23.59","3.44","1.22"
"NIFTY 50","10 Mar 2017","23.20","3.39","1.24"
"NIFTY 50","09 Mar 2017","23.18","3.38","1.24"
"NIFTY 50","08 Mar 2017","23.17","3.38","1.24"
"NIFTY 50","07 Mar 2017","23.23","3.39","1.24"
"NIFTY 50","06 Mar 2017","23.27","3.40","1.24"
"NIFTY 50","03 Mar 2017","23.10","3.37","1.25"
"NIFTY 50","02 Mar 2017","23.11","3.37","1.25"
"NIFTY 50","01 Mar 2017","23.30","3.39","1.24"
"NIFTY 50","28 Feb 2017","23.13","3.37","1.25"
"NIFTY 50","27 Feb 2017","23.21","3.37","1.25"
"NIFTY 50","23 Feb 2017","23.36","3.39","1.24"
"NIFTY 50","22 Feb 2017","23.32","3.38","1.24"
"NIFTY 50","21 Feb 2017","23.27","3.38","1.24"
"NIFTY 50","20 Feb 2017","23.19","3.37","1.24"
"NIFTY 50","17 Feb 2017","23.10","3.34","1.25"
"NIFTY 50","16 Feb 2017","23.08","3.33","1.26"
"NIFTY 50","15 Feb 2017","22.84","3.31","1.27"
"NIFTY 50","14 Feb 2017","23.05","3.33","1.26"
"NIFTY 50","13 Feb 2017","23.15","3.34","1.25"
"NIFTY 50","10 Feb 2017","23.34","3.33","1.26"
"NIFTY 50","09 Feb 2017","23.31","3.33","1.26"
"NIFTY 50","08 Feb 2017","23.28","3.32","1.26"
"NIFTY 50","07 Feb 2017","23.31","3.32","1.26"
"NIFTY 50","06 Feb 2017","23.43","3.34","1.25"
"NIFTY 50","03 Feb 2017","23.29","3.31","1.26"
"NIFTY 50","02 Feb 2017","23.38","3.31","1.26"
"NIFTY 50","01 Feb 2017","23.27","3.30","1.27"
"NIFTY 50","31 Jan 2017","22.86","3.25","1.29"
"NIFTY 50","30 Jan 2017","22.98","3.27","1.28"
"NIFTY 50","27 Jan 2017","23.00","3.28","1.28"
"NIFTY 50","25 Jan 2017","22.98","3.26","1.28"
"NIFTY 50","24 Jan 2017","22.64","3.21","1.30"
"NIFTY 50","23 Jan 2017","22.48","3.18","1.32"
"NIFTY 50","20 Jan 2017","22.37","3.17","1.32"
"NIFTY 50","19 Jan 2017","22.44","3.20","1.31"
"NIFTY 50","18 Jan 2017","22.39","3.19","1.31"
"NIFTY 50","17 Jan 2017","22.40","3.18","1.32"
"NIFTY 50","16 Jan 2017","22.50","3.19","1.31"
"NIFTY 50","13 Jan 2017","22.47","3.18","1.31"
"NIFTY 50","12 Jan 2017","22.50","3.19","1.31"
"NIFTY 50","11 Jan 2017","22.42","3.18","1.32"
"NIFTY 50","10 Jan 2017","22.39","3.14","1.33"
"NIFTY 50","09 Jan 2017","22.07","3.12","1.34"
"NIFTY 50","06 Jan 2017","22.09","3.13","1.34"
"NIFTY 50","05 Jan 2017","22.17","3.14","1.33"
"NIFTY 50","04 Jan 2017","21.94","3.11","1.35"
"NIFTY 50","03 Jan 2017","22.12","3.11","1.35"
"NIFTY 50","02 Jan 2017","22.08","3.10","1.35"
"NIFTY 50","30 Dec 2016","21.93","3.10","1.35"
"NIFTY 50","29 Dec 2016","21.89","3.07","1.36"
"NIFTY 50","28 Dec 2016","21.71","3.05","1.37"
"NIFTY 50","27 Dec 2016","21.70","3.05","1.37"
"NIFTY 50","26 Dec 2016","21.36","3.00","1.40"
"NIFTY 50","23 Dec 2016","21.39","3.03","1.38"
"NIFTY 50","22 Dec 2016","21.18","3.03","1.38"
"NIFTY 50","21 Dec 2016","21.16","3.06","1.37"
"NIFTY 50","20 Dec 2016","21.24","3.06","1.37"
"NIFTY 50","19 Dec 2016","21.30","3.07","1.36"
"NIFTY 50","16 Dec 2016","21.37","3.09","1.36"
"NIFTY 50","15 Dec 2016","21.41","3.09","1.35"
"NIFTY 50","14 Dec 2016","21.48","3.10","1.35"
"NIFTY 50","13 Dec 2016","21.59","3.12","1.34"
"NIFTY 50","12 Dec 2016","21.45","3.10","1.35"
"NIFTY 50","09 Dec 2016","21.87","3.13","1.34"
