"Index Name","Date","P/E","P/B","Div Yield %"
"NIFTY 50","03 Jun 2022","20.52","4.24","1.41"
"NIFTY 50","02 Jun 2022","20.58","4.25","1.43"
"NIFTY 50","01 Jun 2022","20.45","4.22","1.44"
"NIFTY 50","31 May 2022","20.44","4.24","1.43"
"NIFTY 50","30 May 2022","20.65","4.26","1.40"
"NIFTY 50","27 May 2022","20.27","4.18","1.43"
"NIFTY 50","26 May 2022","19.88","4.13","1.44"
"NIFTY 50","25 May 2022","19.74","4.09","1.38"
"NIFTY 50","24 May 2022","19.87","4.12","1.32"
"NIFTY 50","23 May 2022","20.01","4.14","1.32"
"NIFTY 50","20 May 2022","20.05","4.16","1.31"
"NIFTY 50","19 May 2022","19.51","4.04","1.35"
"NIFTY 50","18 May 2022","20.09","4.15","1.31"
"NIFTY 50","17 May 2022","20.12","4.15","1.31"
"NIFTY 50","16 May 2022","19.72","4.05","1.35"
"NIFTY 50","13 May 2022","19.83","4.03","1.35"
"NIFTY 50","12 May 2022","19.87","4.04","1.35"
"NIFTY 50","11 May 2022","20.32","4.13","1.22"
"NIFTY 50","10 May 2022","20.42","4.15","1.22"
"NIFTY 50","09 May 2022","20.75","4.17","1.21"
"NIFTY 50","06 May 2022","20.89","4.19","1.21"
"NIFTY 50","05 May 2022","21.24","4.26","1.19"
"NIFTY 50","04 May 2022","21.31","4.26","1.19"
"NIFTY 50","02 May 2022","21.87","4.36","1.16"
"NIFTY 50","29 Apr 2022","22.01","4.37","1.16"
"NIFTY 50","28 Apr 2022","22.20","4.41","1.17"
"NIFTY 50","27 Apr 2022","21.96","4.35","1.16"
"NIFTY 50","26 Apr 2022","22.17","4.39","1.15"
"NIFTY 50","25 Apr 2022","22.03","4.33","1.17"
"NIFTY 50","22 Apr 2022","22.38","4.39","1.15"
"NIFTY 50","21 Apr 2022","22.67","4.44","1.14"
"NIFTY 50","20 Apr 2022","22.33","4.38","1.15"
"NIFTY 50","19 Apr 2022","22.10","4.33","1.16"
"NIFTY 50","18 Apr 2022","22.53","4.39","1.15"
"NIFTY 50","13 Apr 2022","22.92","4.46","1.13"
"NIFTY 50","12 Apr 2022","23.01","4.48","1.13"
"NIFTY 50","11 Apr 2022","23.20","4.52","1.12"
"NIFTY 50","08 Apr 2022","23.34","4.54","1.11"
"NIFTY 50","07 Apr 2022","23.15","4.51","1.13"
"NIFTY 50","06 Apr 2022","23.37","4.55","1.12"
"NIFTY 50","05 Apr 2022","23.57","4.59","1.11"
"NIFTY 50","04 Apr 2022","23.69","4.61","1.10"
"NIFTY 50","01 Apr 2022","23.19","4.51","1.12"
"NIFTY 50","31 Mar 2022","22.92","4.46","1.13"
"NIFTY 50","30 Mar 2022","22.50","4.41","1.17"
"NIFTY 50","29 Mar 2022","22.27","4.37","1.18"
"NIFTY 50","28 Mar 2022","22.14","4.34","1.19"
"NIFTY 50","25 Mar 2022","22.05","4.32","1.19"
"NIFTY 50","24 Mar 2022","22.14","4.34","1.19"
"NIFTY 50","23 Mar 2022","22.17","4.35","1.19"
"NIFTY 50","22 Mar 2022","22.26","4.36","1.20"
"NIFTY 50","21 Mar 2022","22.01","4.31","1.21"
"NIFTY 50","17 Mar 2022","22.23","4.36","1.20"
"NIFTY 50","16 Mar 2022","21.82","4.28","1.22"
"NIFTY 50","15 Mar 2022","21.42","4.20","1.24"
"NIFTY 50","14 Mar 2022","21.69","4.25","1.24"
"NIFTY 50","11 Mar 2022","21.38","4.19","1.26"
"NIFTY 50","10 Mar 2022","21.34","4.18","1.26"
"NIFTY 50","09 Mar 2022","21.01","4.12","1.28"
"NIFTY 50","08 Mar 2022","20.59","4.03","1.31"
"NIFTY 50","07 Mar 2022","20.39","4.00","1.33"
"NIFTY 50","04 Mar 2022","20.89","4.09","1.30"
"NIFTY 50","03 Mar 2022","21.21","4.16","1.28"
"NIFTY 50","02 Mar 2022","21.35","4.18","1.27"
"NIFTY 50","28 Feb 2022","21.59","4.23","1.26"
"NIFTY 50","25 Feb 2022","21.42","4.20","1.27"
"NIFTY 50","24 Feb 2022","20.89","4.09","1.30"
"NIFTY 50","23 Feb 2022","21.94","4.30","1.24"
"NIFTY 50","22 Feb 2022","21.97","4.31","1.24"
"NIFTY 50","21 Feb 2022","22.12","4.34","1.29"
"NIFTY 50","18 Feb 2022","22.21","4.35","1.25"
"NIFTY 50","17 Feb 2022","22.25","4.36","1.25"
"NIFTY 50","16 Feb 2022","22.27","4.36","1.28"
"NIFTY 50","15 Feb 2022","22.36","4.37","1.25"
"NIFTY 50","14 Feb 2022","21.85","4.24","1.30"
"NIFTY 50","11 Feb 2022","22.68","4.38","1.20"
"NIFTY 50","10 Feb 2022","22.98","4.44","1.20"
"NIFTY 50","09 Feb 2022","23.09","4.40","1.20"
"NIFTY 50","08 Feb 2022","22.83","4.35","1.23"
"NIFTY 50","07 Feb 2022","23.11","4.34","1.23"
"NIFTY 50","04 Feb 2022","23.56","4.41","1.21"
"NIFTY 50","03 Feb 2022","23.65","4.42","1.21"
"NIFTY 50","02 Feb 2022","23.95","4.48","1.17"
"NIFTY 50","01 Feb 2022","23.62","4.43","1.18"
"NIFTY 50","31 Jan 2022","23.42","4.37","1.20"
"NIFTY 50","28 Jan 2022","23.10","4.31","1.21"
"NIFTY 50","27 Jan 2022","23.09","4.31","1.21"
"NIFTY 50","25 Jan 2022","23.47","4.35","1.20"
"NIFTY 50","24 Jan 2022","23.63","4.32","1.21"
"NIFTY 50","21 Jan 2022","24.29","4.44","1.18"
"NIFTY 50","20 Jan 2022","24.47","4.47","1.18"
"NIFTY 50","19 Jan 2022","24.76","4.52","1.15"
"NIFTY 50","18 Jan 2022","25.00","4.56","1.13"
"NIFTY 50","17 Jan 2022","25.37","4.61","1.12"
"NIFTY 50","14 Jan 2022","25.30","4.60","1.12"
"NIFTY 50","13 Jan 2022","25.37","4.60","1.13"
"NIFTY 50","12 Jan 2022","25.30","4.59","1.13"
"NIFTY 50","11 Jan 2022","25.09","4.55","1.14"
"NIFTY 50","10 Jan 2022","25.01","4.54","1.14"
"NIFTY 50","07 Jan 2022","24.75","4.49","1.16"
"NIFTY 50","06 Jan 2022","24.66","4.47","1.16"
"NIFTY 50","05 Jan 2022","24.91","4.52","1.15"
"NIFTY 50","04 Jan 2022","24.74","4.49","1.16"
"NIFTY 50","03 Jan 2022","24.49","4.44","1.17"
"NIFTY 50","31 Dec 2021","24.11","4.37","1.19"
"NIFTY 50","30 Dec 2021","23.73","4.31","1.21"
"NIFTY 50","29 Dec 2021","23.74","4.31","1.21"
"NIFTY 50","28 Dec 2021","23.77","4.31","1.20"
"NIFTY 50","27 Dec 2021","23.57","4.28","1.21"
"NIFTY 50","24 Dec 2021","23.45","4.26","1.22"
"NIFTY 50","23 Dec 2021","23.55","4.27","1.22"
"NIFTY 50","22 Dec 2021","23.39","4.24","1.22"
"NIFTY 50","21 Dec 2021","23.13","4.20","1.20"
"NIFTY 50","20 Dec 2021","22.92","4.16","1.22"
"NIFTY 50","17 Dec 2021","23.43","4.25","1.19"
"NIFTY 50","16 Dec 2021","23.79","4.32","1.19"
"NIFTY 50","15 Dec 2021","23.75","4.31","1.20"
"NIFTY 50","14 Dec 2021","23.90","4.34","1.19"
"NIFTY 50","13 Dec 2021","23.96","4.35","1.18"
"NIFTY 50","10 Dec 2021","24.15","4.38","1.18"
"NIFTY 50","09 Dec 2021","24.16","4.39","1.17"
"NIFTY 50","08 Dec 2021","24.10","4.37","1.18"
"NIFTY 50","07 Dec 2021","23.69","4.30","1.20"
"NIFTY 50","06 Dec 2021","23.33","4.23","1.22"
"NIFTY 50","03 Dec 2021","23.73","4.31","1.17"
"NIFTY 50","02 Dec 2021","24.01","4.36","1.16"
"NIFTY 50","01 Dec 2021","23.68","4.30","1.17"
"NIFTY 50","30 Nov 2021","23.43","4.25","1.19"
"NIFTY 50","29 Nov 2021","23.53","4.27","1.18"
"NIFTY 50","26 Nov 2021","23.49","4.26","1.18"
"NIFTY 50","25 Nov 2021","24.19","4.39","1.15"
"NIFTY 50","24 Nov 2021","24.03","4.36","1.16"
"NIFTY 50","23 Nov 2021","24.15","4.38","1.15"
"NIFTY 50","22 Nov 2021","24.03","4.36","1.16"
"NIFTY 50","18 Nov 2021","24.51","4.45","1.13"
"NIFTY 50","17 Nov 2021","24.69","4.48","1.12"
"NIFTY 50","16 Nov 2021","24.83","4.51","1.11"
"NIFTY 50","15 Nov 2021","26.00","4.53","1.11"
"NIFTY 50","12 Nov 2021","25.98","4.53","1.11"
"NIFTY 50","11 Nov 2021","25.65","4.48","1.12"
"NIFTY 50","10 Nov 2021","26.03","4.51","1.09"
"NIFTY 50","09 Nov 2021","26.06","4.52","1.09"
"NIFTY 50","08 Nov 2021","26.25","4.52","1.09"
"NIFTY 50","04 Nov 2021","26.11","4.49","1.10"
"NIFTY 50","03 Nov 2021","25.98","4.46","1.13"
"NIFTY 50","02 Nov 2021","25.95","4.48","1.13"
"NIFTY 50","01 Nov 2021","26.07","4.49","1.11"
"NIFTY 50","29 Oct 2021","25.71","4.43","1.13"
"NIFTY 50","28 Oct 2021","26.39","4.47","1.13"
"NIFTY 50","27 Oct 2021","27.06","4.56","1.13"
"NIFTY 50","26 Oct 2021","27.16","4.57","1.12"
"NIFTY 50","25 Oct 2021","27.29","4.54","1.04"
"NIFTY 50","22 Oct 2021","27.48","4.54","1.10"
"NIFTY 50","21 Oct 2021","27.58","4.55","1.10"
"NIFTY 50","20 Oct 2021","27.72","4.57","1.08"
"NIFTY 50","19 Oct 2021","27.97","4.61","1.07"
"NIFTY 50","18 Oct 2021","28.17","4.63","1.11"
"NIFTY 50","14 Oct 2021","28.02","4.59","1.12"
"NIFTY 50","13 Oct 2021","27.75","4.55","1.13"
"NIFTY 50","12 Oct 2021","27.49","4.51","1.14"
"NIFTY 50","11 Oct 2021","27.48","4.49","1.15"
"NIFTY 50","08 Oct 2021","27.40","4.48","1.15"
"NIFTY 50","07 Oct 2021","27.24","4.45","1.16"
"NIFTY 50","06 Oct 2021","27.02","4.42","1.17"
"NIFTY 50","05 Oct 2021","27.29","4.46","1.16"
"NIFTY 50","04 Oct 2021","27.09","4.43","1.16"
"NIFTY 50","01 Oct 2021","26.84","4.39","1.17"
"NIFTY 50","30 Sep 2021","26.98","4.41","1.17"
"NIFTY 50","29 Sep 2021","27.11","4.43","1.16"
"NIFTY 50","28 Sep 2021","27.16","4.44","1.16"
"NIFTY 50","27 Sep 2021","27.33","4.47","1.15"
"NIFTY 50","24 Sep 2021","27.34","4.47","1.11"
"NIFTY 50","23 Sep 2021","27.29","4.50","1.11"
"NIFTY 50","22 Sep 2021","26.87","4.43","1.13"
"NIFTY 50","21 Sep 2021","26.89","4.44","1.13"
"NIFTY 50","20 Sep 2021","26.64","4.40","1.14"
"NIFTY 50","17 Sep 2021","26.93","4.44","1.13"
"NIFTY 50","16 Sep 2021","26.99","4.45","1.12"
"NIFTY 50","15 Sep 2021","26.84","4.43","1.06"
"NIFTY 50","14 Sep 2021","26.63","4.39","1.07"
"NIFTY 50","13 Sep 2021","26.59","4.39","1.07"
"NIFTY 50","09 Sep 2021","26.61","4.39","1.07"
"NIFTY 50","08 Sep 2021","26.59","4.39","1.07"
"NIFTY 50","07 Sep 2021","26.60","4.39","1.03"
"NIFTY 50","06 Sep 2021","26.63","4.39","1.03"
"NIFTY 50","03 Sep 2021","26.54","4.38","1.03"
"NIFTY 50","02 Sep 2021","26.41","4.36","1.04"
"NIFTY 50","01 Sep 2021","26.17","4.32","1.05"
"NIFTY 50","31 Aug 2021","26.25","4.33","1.05"
"NIFTY 50","30 Aug 2021","25.94","4.29","1.06"
"NIFTY 50","27 Aug 2021","25.60","4.23","1.08"
"NIFTY 50","26 Aug 2021","25.49","4.21","1.08"
"NIFTY 50","25 Aug 2021","25.49","4.21","1.10"
"NIFTY 50","24 Aug 2021","25.47","4.21","1.10"
"NIFTY 50","23 Aug 2021","25.28","4.18","1.11"
"NIFTY 50","20 Aug 2021","25.21","4.16","1.11"
"NIFTY 50","18 Aug 2021","25.39","4.19","1.10"
"NIFTY 50","17 Aug 2021","25.46","4.21","1.10"
"NIFTY 50","16 Aug 2021","25.62","4.31","1.10"
"NIFTY 50","13 Aug 2021","26.51","4.30","1.10"
"NIFTY 50","12 Aug 2021","26.25","4.26","1.14"
"NIFTY 50","11 Aug 2021","26.34","4.24","1.13"
"NIFTY 50","10 Aug 2021","26.35","4.24","1.13"
"NIFTY 50","09 Aug 2021","26.53","4.25","1.13"
"NIFTY 50","06 Aug 2021","26.51","4.24","1.13"
"NIFTY 50","05 Aug 2021","26.72","4.25","1.14"
"NIFTY 50","04 Aug 2021","27.39","4.25","1.14"
"NIFTY 50","03 Aug 2021","27.31","4.21","1.15"
"NIFTY 50","02 Aug 2021","27.21","4.15","1.17"
"NIFTY 50","30 Jul 2021","27.01","4.12","1.18"
"NIFTY 50","29 Jul 2021","27.08","4.12","1.19"
"NIFTY 50","28 Jul 2021","26.98","4.10","1.18"
"NIFTY 50","27 Jul 2021","27.45","4.11","1.14"
"NIFTY 50","26 Jul 2021","28.13","4.13","1.13"
"NIFTY 50","23 Jul 2021","28.28","4.16","1.13"
"NIFTY 50","22 Jul 2021","28.22","4.26","1.11"
"NIFTY 50","20 Jul 2021","27.89","4.21","1.11"
"NIFTY 50","19 Jul 2021","28.23","4.25","1.11"
"NIFTY 50","16 Jul 2021","28.53","4.29","1.09"
"NIFTY 50","15 Jul 2021","28.63","4.29","1.10"
"NIFTY 50","14 Jul 2021","28.50","4.27","1.09"
"NIFTY 50","13 Jul 2021","28.43","4.26","1.08"
"NIFTY 50","12 Jul 2021","28.21","4.23","1.09"
"NIFTY 50","09 Jul 2021","28.27","4.23","1.09"
"NIFTY 50","08 Jul 2021","28.34","4.24","1.14"
"NIFTY 50","07 Jul 2021","28.62","4.28","1.10"
"NIFTY 50","06 Jul 2021","28.50","4.26","1.10"
"NIFTY 50","05 Jul 2021","28.53","4.27","1.23"
"NIFTY 50","02 Jul 2021","28.33","4.24","1.23"
"NIFTY 50","01 Jul 2021","28.26","4.23","1.27"
"NIFTY 50","30 Jun 2021","28.33","4.24","1.26"
"NIFTY 50","29 Jun 2021","29.00","4.31","1.26"
"NIFTY 50","28 Jun 2021","29.12","4.33","1.22"
"NIFTY 50","25 Jun 2021","29.21","4.34","1.21"
"NIFTY 50","24 Jun 2021","29.08","4.32","1.22"
"NIFTY 50","23 Jun 2021","28.89","4.30","1.22"
"NIFTY 50","22 Jun 2021","29.05","4.32","1.21"
"NIFTY 50","21 Jun 2021","29.19","4.31","1.22"
"NIFTY 50","18 Jun 2021","29.08","4.32","1.24"
"NIFTY 50","17 Jun 2021","29.10","4.43","1.24"
"NIFTY 50","16 Jun 2021","29.24","4.45","1.20"
"NIFTY 50","15 Jun 2021","29.43","4.48","1.20"
"NIFTY 50","14 Jun 2021","29.32","4.46","1.20"
"NIFTY 50","11 Jun 2021","29.30","4.46","1.18"
"NIFTY 50","10 Jun 2021","29.18","4.44","1.15"
"NIFTY 50","09 Jun 2021","28.99","4.41","1.07"
"NIFTY 50","08 Jun 2021","29.19","4.44","1.07"
"NIFTY 50","07 Jun 2021","29.21","4.44","1.07"
"NIFTY 50","04 Jun 2021","29.06","4.42","1.07"
"NIFTY 50","03 Jun 2021","29.10","4.43","1.07"
"NIFTY 50","02 Jun 2021","28.88","4.39","1.06"
"NIFTY 50","01 Jun 2021","28.87","4.39","1.07"
"NIFTY 50","31 May 2021","29.22","4.39","1.06"
"NIFTY 50","28 May 2021","28.98","4.42","0.98"
"NIFTY 50","27 May 2021","29.48","4.39","0.99"
"NIFTY 50","26 May 2021","29.41","4.38","0.99"
"NIFTY 50","25 May 2021","29.25","4.35","1.00"
"NIFTY 50","24 May 2021","29.52","4.35","0.97"
"NIFTY 50","21 May 2021","29.48","4.34","0.97"
"NIFTY 50","20 May 2021","29.59","4.27","0.99"
"NIFTY 50","19 May 2021","29.98","4.30","0.98"
"NIFTY 50","18 May 2021","30.53","4.33","0.97"
"NIFTY 50","17 May 2021","30.20","4.27","0.98"
"NIFTY 50","14 May 2021","29.79","4.20","1.00"
"NIFTY 50","12 May 2021","29.83","4.21","1.00"
"NIFTY 50","11 May 2021","30.14","4.25","0.99"
"NIFTY 50","10 May 2021","30.43","4.28","0.98"
"NIFTY 50","07 May 2021","30.23","4.24","0.99"
"NIFTY 50","06 May 2021","30.82","4.22","1.00"
"NIFTY 50","05 May 2021","30.65","4.19","1.00"
"NIFTY 50","04 May 2021","30.47","4.15","1.01"
"NIFTY 50","03 May 2021","31.54","4.19","1.00"
"NIFTY 50","30 Apr 2021","32.21","4.19","1.00"
"NIFTY 50","29 Apr 2021","32.79","4.26","0.99"
"NIFTY 50","28 Apr 2021","32.72","4.26","0.96"
"NIFTY 50","27 Apr 2021","32.28","4.20","0.98"
"NIFTY 50","26 Apr 2021","32.39","4.15","0.99"
"NIFTY 50","23 Apr 2021","32.07","4.11","1.00"
"NIFTY 50","22 Apr 2021","32.22","4.12","0.99"
"NIFTY 50","20 Apr 2021","31.97","4.09","1.00"
"NIFTY 50","19 Apr 2021","32.12","4.11","1.00"
"NIFTY 50","16 Apr 2021","32.84","4.18","0.98"
"NIFTY 50","15 Apr 2021","32.78","4.17","0.98"
"NIFTY 50","13 Apr 2021","32.72","4.15","0.99"
"NIFTY 50","12 Apr 2021","32.34","4.09","1.00"
"NIFTY 50","09 Apr 2021","33.53","4.24","0.97"
"NIFTY 50","08 Apr 2021","33.61","4.25","0.96"
"NIFTY 50","07 Apr 2021","33.49","4.24","0.95"
"NIFTY 50","06 Apr 2021","33.18","4.20","0.96"
"NIFTY 50","05 Apr 2021","33.08","4.19","0.97"
"NIFTY 50","01 Apr 2021","33.60","4.25","0.95"
"NIFTY 50","31 Mar 2021","33.20","4.20","0.96"
"NIFTY 50","30 Mar 2021","40.43","4.21","1.07"
"NIFTY 50","26 Mar 2021","39.51","4.11","1.09"
"NIFTY 50","25 Mar 2021","39.02","4.06","1.11"
"NIFTY 50","24 Mar 2021","39.63","4.12","1.09"
"NIFTY 50","23 Mar 2021","40.35","4.20","1.07"
"NIFTY 50","22 Mar 2021","40.14","4.18","1.08"
"NIFTY 50","19 Mar 2021","40.16","4.18","1.08"
"NIFTY 50","18 Mar 2021","39.65","4.13","1.09"
"NIFTY 50","17 Mar 2021","40.10","4.17","1.08"
"NIFTY 50","16 Mar 2021","40.61","4.23","1.07"
"NIFTY 50","15 Mar 2021","40.66","4.23","1.06"
"NIFTY 50","12 Mar 2021","40.94","4.26","1.06"
"NIFTY 50","10 Mar 2021","41.33","4.30","1.05"
"NIFTY 50","09 Mar 2021","41.12","4.28","1.05"
"NIFTY 50","08 Mar 2021","40.74","4.24","1.06"
"NIFTY 50","05 Mar 2021","40.76","4.23","1.06"
"NIFTY 50","04 Mar 2021","41.15","4.27","1.05"
"NIFTY 50","03 Mar 2021","41.60","4.32","1.04"
"NIFTY 50","02 Mar 2021","40.71","4.23","1.06"
"NIFTY 50","01 Mar 2021","40.28","4.18","1.08"
"NIFTY 50","26 Feb 2021","39.65","4.12","1.09"
"NIFTY 50","25 Feb 2021","41.20","4.28","1.05"
"NIFTY 50","24 Feb 2021","40.88","4.24","1.06"
"NIFTY 50","23 Feb 2021","40.14","4.17","1.08"
"NIFTY 50","22 Feb 2021","40.05","4.16","1.08"
"NIFTY 50","19 Feb 2021","40.88","4.24","1.06"
"NIFTY 50","18 Feb 2021","41.26","4.28","1.05"
"NIFTY 50","17 Feb 2021","41.49","4.31","1.04"
"NIFTY 50","16 Feb 2021","41.78","4.34","1.04"
"NIFTY 50","15 Feb 2021","41.59","4.34","1.04"
"NIFTY 50","12 Feb 2021","41.58","4.30","1.05"
"NIFTY 50","11 Feb 2021","41.65","4.30","1.05"
"NIFTY 50","10 Feb 2021","41.81","4.28","1.05"
"NIFTY 50","09 Feb 2021","41.97","4.28","1.05"
"NIFTY 50","08 Feb 2021","42.00","4.28","1.05"
"NIFTY 50","05 Feb 2021","41.46","4.23","1.06"
"NIFTY 50","04 Feb 2021","40.81","4.22","1.07"
"NIFTY 50","03 Feb 2021","39.16","4.19","1.07"
"NIFTY 50","02 Feb 2021","38.79","4.15","1.08"
"NIFTY 50","01 Feb 2021","38.26","4.05","1.11"
"NIFTY 50","29 Jan 2021","36.57","3.86","1.16"
"NIFTY 50","28 Jan 2021","36.96","3.92","1.15"
"NIFTY 50","27 Jan 2021","37.52","3.96","1.14"
"NIFTY 50","25 Jan 2021","38.42","4.04","1.11"
"NIFTY 50","22 Jan 2021","38.86","4.07","1.10"
"NIFTY 50","21 Jan 2021","39.41","4.13","1.09"
"NIFTY 50","20 Jan 2021","39.55","4.15","1.08"
"NIFTY 50","19 Jan 2021","39.22","4.12","1.09"
"NIFTY 50","18 Jan 2021","38.92","4.05","1.11"
"NIFTY 50","15 Jan 2021","39.34","4.09","1.10"
"NIFTY 50","14 Jan 2021","40.03","4.14","1.09"
"NIFTY 50","13 Jan 2021","39.94","4.13","1.09"
"NIFTY 50","12 Jan 2021","39.94","4.13","1.09"
"NIFTY 50","11 Jan 2021","39.72","4.10","1.10"
"NIFTY 50","08 Jan 2021","39.45","4.07","1.11"
"NIFTY 50","07 Jan 2021","38.88","4.01","1.12"
"NIFTY 50","06 Jan 2021","38.90","4.01","1.12"
"NIFTY 50","05 Jan 2021","39.05","4.02","1.12"
"NIFTY 50","04 Jan 2021","38.87","4.01","1.12"
"NIFTY 50","01 Jan 2021","38.55","3.97","1.13"
"NIFTY 50","31 Dec 2020","38.45","3.96","1.14"
"NIFTY 50","30 Dec 2020","38.45","3.96","1.14"
"NIFTY 50","29 Dec 2020","38.31","3.94","1.14"
"NIFTY 50","28 Dec 2020","38.15","3.93","1.14"
"NIFTY 50","24 Dec 2020","37.81","3.89","1.15"
"NIFTY 50","23 Dec 2020","37.40","3.85","1.17"
"NIFTY 50","22 Dec 2020","37.03","3.81","1.18"
"NIFTY 50","21 Dec 2020","36.65","3.77","1.19"
"NIFTY 50","18 Dec 2020","37.84","3.89","1.15"
"NIFTY 50","17 Dec 2020","37.79","3.89","1.16"
"NIFTY 50","16 Dec 2020","37.63","3.87","1.16"
"NIFTY 50","15 Dec 2020","37.31","3.84","1.17"
"NIFTY 50","14 Dec 2020","37.28","3.84","1.17"
"NIFTY 50","11 Dec 2020","37.16","3.82","1.18"
"NIFTY 50","10 Dec 2020","37.06","3.81","1.18"
"NIFTY 50","09 Dec 2020","37.20","3.83","1.17"
"NIFTY 50","08 Dec 2020","36.83","3.79","1.19"
"NIFTY 50","07 Dec 2020","36.73","3.78","1.19"
"NIFTY 50","04 Dec 2020","36.46","3.75","1.20"
"NIFTY 50","03 Dec 2020","36.12","3.72","1.21"
"NIFTY 50","02 Dec 2020","36.06","3.71","1.21"
"NIFTY 50","01 Dec 2020","36.05","3.71","1.21"
"NIFTY 50","27 Nov 2020","35.66","3.67","1.22"
"NIFTY 50","26 Nov 2020","35.71","3.68","1.22"
"NIFTY 50","25 Nov 2020","35.36","3.64","1.23"
"NIFTY 50","24 Nov 2020","35.90","3.70","1.22"
"NIFTY 50","23 Nov 2020","35.55","3.66","1.23"
"NIFTY 50","20 Nov 2020","35.36","3.64","1.23"
"NIFTY 50","19 Nov 2020","35.12","3.61","1.24"
"NIFTY 50","18 Nov 2020","35.59","3.66","1.23"
"NIFTY 50","17 Nov 2020","34.93","3.64","1.23"
"NIFTY 50","14 Nov 2020","34.73","3.62","1.24"
"NIFTY 50","13 Nov 2020","34.57","3.60","1.25"
"NIFTY 50","12 Nov 2020","34.48","3.59","1.25"
"NIFTY 50","11 Nov 2020","34.50","3.61","1.25"
"NIFTY 50","10 Nov 2020","34.18","3.58","1.26"
"NIFTY 50","09 Nov 2020","33.62","3.53","1.27"
"NIFTY 50","06 Nov 2020","33.09","3.47","1.29"
"NIFTY 50","05 Nov 2020","32.84","3.43","1.31"
"NIFTY 50","04 Nov 2020","32.27","3.37","1.33"
"NIFTY 50","03 Nov 2020","31.82","3.34","1.34"
"NIFTY 50","02 Nov 2020","31.43","3.30","1.36"
"NIFTY 50","30 Oct 2020","31.90","3.30","1.36"
"NIFTY 50","29 Oct 2020","31.56","3.30","1.36"
"NIFTY 50","28 Oct 2020","33.94","3.32","1.35"
"NIFTY 50","27 Oct 2020","34.49","3.37","1.34"
"NIFTY 50","26 Oct 2020","33.95","3.33","1.35"
"NIFTY 50","23 Oct 2020","34.37","3.38","1.33"
"NIFTY 50","22 Oct 2020","34.27","3.37","1.33"
"NIFTY 50","21 Oct 2020","34.40","3.38","1.33"
"NIFTY 50","20 Oct 2020","34.28","3.37","1.33"
"NIFTY 50","19 Oct 2020","34.43","3.36","1.34"
"NIFTY 50","16 Oct 2020","34.13","3.33","1.35"
"NIFTY 50","15 Oct 2020","34.03","3.31","1.36"
"NIFTY 50","14 Oct 2020","34.87","3.39","1.33"
"NIFTY 50","13 Oct 2020","34.77","3.38","1.33"
"NIFTY 50","12 Oct 2020","34.76","3.38","1.33"
"NIFTY 50","09 Oct 2020","34.71","3.37","1.33"
"NIFTY 50","08 Oct 2020","34.40","3.35","1.34"
"NIFTY 50","07 Oct 2020","34.12","3.32","1.35"
"NIFTY 50","06 Oct 2020","33.90","3.30","1.36"
"NIFTY 50","05 Oct 2020","33.43","3.26","1.38"
"NIFTY 50","01 Oct 2020","33.18","3.23","1.39"
"NIFTY 50","30 Sep 2020","32.69","3.19","1.41"
"NIFTY 50","29 Sep 2020","32.62","3.18","1.42"
"NIFTY 50","28 Sep 2020","32.63","3.18","1.41"
"NIFTY 50","25 Sep 2020","32.12","3.13","1.44"
"NIFTY 50","24 Sep 2020","30.97","3.01","1.51"
"NIFTY 50","23 Sep 2020","31.91","3.10","1.47"
"NIFTY 50","22 Sep 2020","31.97","3.10","1.47"
"NIFTY 50","21 Sep 2020","32.25","3.13","1.45"
"NIFTY 50","18 Sep 2020","32.98","3.20","1.42"
"NIFTY 50","17 Sep 2020","33.01","3.20","1.42"
"NIFTY 50","16 Sep 2020","33.26","3.23","1.41"
"NIFTY 50","15 Sep 2020","33.03","3.20","1.42"
"NIFTY 50","14 Sep 2020","32.79","3.21","1.47"
"NIFTY 50","11 Sep 2020","32.86","3.22","1.46"
"NIFTY 50","10 Sep 2020","32.82","3.22","1.46"
"NIFTY 50","09 Sep 2020","32.33","3.17","1.49"
"NIFTY 50","08 Sep 2020","32.44","3.18","1.48"
"NIFTY 50","07 Sep 2020","32.55","3.19","1.48"
"NIFTY 50","04 Sep 2020","32.49","3.18","1.48"
"NIFTY 50","03 Sep 2020","33.04","3.24","1.45"
"NIFTY 50","02 Sep 2020","32.71","3.24","1.44"
"NIFTY 50","01 Sep 2020","32.53","3.22","1.45"
"NIFTY 50","31 Aug 2020","32.29","3.20","1.46"
"NIFTY 50","28 Aug 2020","32.92","3.26","1.43"
"NIFTY 50","27 Aug 2020","32.67","3.23","1.45"
"NIFTY 50","26 Aug 2020","32.64","3.23","1.45"
"NIFTY 50","25 Aug 2020","32.43","3.21","1.46"
"NIFTY 50","24 Aug 2020","32.41","3.21","1.46"
"NIFTY 50","21 Aug 2020","32.08","3.18","1.47"
"NIFTY 50","20 Aug 2020","31.91","3.17","1.49"
"NIFTY 50","19 Aug 2020","32.09","3.21","1.44"
"NIFTY 50","18 Aug 2020","32.03","3.21","1.45"
"NIFTY 50","17 Aug 2020","31.64","3.17","1.46"
"NIFTY 50","14 Aug 2020","31.09","3.15","1.47"
"NIFTY 50","13 Aug 2020","31.42","3.18","1.46"
"NIFTY 50","12 Aug 2020","31.33","3.18","1.46"
"NIFTY 50","11 Aug 2020","31.37","3.19","1.46"
"NIFTY 50","10 Aug 2020","31.23","3.17","1.46"
